amount,balance,currency,hour,description,recentTxCount,isFraud
182.59,5709.82,EUR,15,payment,2,0
44.13,2939.73,RON,9,subscription,3,0
139.32,3808.01,EUR,13,bills,0,0
12.16,6298.37,EUR,11,transfer,2,0
445.53,4576.83,EUR,19,shopping,3,0
456.42,5333.3,USD,19,transfer,2,0
56.62,6426.02,RON,18,bills,3,0
323.11,3332.5,RON,19,bills,3,0
203.76,3387.78,RON,12,payment,3,0
34.43,3491.09,RON,10,transfer,2,0
98.92,3129.3,USD,8,shopping,1,0
107.75,9252.84,RON,16,payment,3,0
553.25,3452.71,RON,6,subscription,4,0
245.41,4523.96,RON,10,shopping,3,0
31.0,5616.39,RON,17,payment,3,0
137.08,6151.86,RON,16,shopping,1,0
983.53,6419.53,RON,21,subscription,2,0
100.41,3451.36,RON,19,shopping,2,0
724.33,7130.24,RON,18,shopping,3,0
126.41,7486.84,RON,13,bills,4,0
5207.85,1759.0,USD,1,urgent transfer,6,1
8.79,5235.63,RON,10,shopping,4,0
4847.87,3491.6,USD,3,urgent transfer,13,1
4.54,5416.52,RON,7,transfer,3,0
52.95,4528.93,RON,20,payment,3,0
174.86,2527.7,RON,10,transfer,3,0
393.43,2809.3,EUR,15,bills,2,0
574.21,6719.28,RON,9,subscription,3,0
4786.35,-848.44,EUR,0,lottery,5,1
73.13,3956.24,RON,10,payment,4,0
13.96,5332.0,RON,11,payment,2,0
189.56,4440.88,USD,15,shopping,0,0
113.34,5992.71,RON,7,payment,0,0
198.53,4350.95,RON,19,payment,1,0
42.77,3034.84,RON,17,subscription,3,0
33.91,5948.2,RON,16,shopping,2,0
39.13,8887.68,EUR,12,bills,3,0
467.66,6999.6,RON,18,transfer,2,0
345.0,5722.31,RON,16,payment,2,0
338.38,4938.87,RON,11,shopping,1,0
230.35,5053.6,RON,12,shopping,0,0
20.91,4405.95,RON,11,shopping,1,0
154.27,4719.28,RON,12,transfer,3,0
20.89,4771.19,RON,21,transfer,1,0
24.64,4950.85,EUR,14,subscription,2,0
837.29,5356.62,RON,18,payment,2,0
513.36,7673.98,USD,17,payment,0,0
170.24,5528.02,RON,7,payment,5,0
4.44,5873.88,RON,20,bills,0,0
52.9,5323.35,RON,6,shopping,1,0
0.0,5610.99,USD,12,shopping,2,0
308.8,3570.66,EUR,18,bills,1,0
67.45,7065.05,RON,12,subscription,3,0
3993.03,3962.84,EUR,3,crypto,8,1
310.69,5067.81,RON,18,payment,2,0
139.18,6936.8,RON,6,payment,3,0
186.07,4918.37,RON,12,payment,5,0
546.11,4670.35,USD,11,payment,2,0
3645.5,2174.3,USD,3,bonus,6,1
108.3,4714.72,RON,21,shopping,0,0
140.85,3513.53,USD,19,transfer,3,0
245.96,2511.55,EUR,14,transfer,5,0
120.96,2989.84,RON,16,bills,1,0
137.9,7808.15,RON,15,transfer,1,0
62.92,6003.21,RON,21,subscription,1,0
19.32,3692.94,RON,12,transfer,0,0
332.84,5866.77,RON,12,subscription,3,0
5662.69,565.89,USD,3,unknown,5,1
4290.6,1499.78,USD,3,unknown,5,1
100.39,3227.96,RON,6,subscription,1,0
99.26,6226.7,RON,9,payment,1,0
389.33,4096.07,RON,11,subscription,2,0
422.85,4409.6,RON,12,payment,3,0
97.11,6112.24,RON,12,shopping,1,0
87.73,2152.24,EUR,6,shopping,2,0
240.17,7070.02,RON,19,transfer,1,0
562.16,679.15,RON,21,bills,0,0
2759.59,2523.29,EUR,3,urgent transfer,4,1
201.56,4403.71,RON,9,subscription,1,0
4.47,8152.33,USD,19,shopping,2,0
36.91,5844.53,RON,21,shopping,3,0
52.67,5108.9,RON,10,bills,3,0
180.78,2972.18,USD,7,payment,6,0
70.43,3787.1,RON,17,bills,1,0
212.59,5419.32,RON,15,payment,1,0
122.27,6307.06,RON,11,shopping,2,0
104.78,6336.59,RON,12,shopping,4,0
4556.89,2145.64,EUR,4,crypto,6,1
360.76,4448.21,RON,6,subscription,0,0
28.64,5615.79,USD,15,transfer,2,0
54.65,7223.19,RON,11,subscription,5,0
169.07,6564.63,EUR,19,payment,0,0
87.52,5641.68,RON,7,transfer,4,0
29.26,665.22,RON,8,bills,0,0
94.38,4655.84,RON,10,payment,3,0
2.53,4885.41,EUR,11,transfer,2,0
283.39,5182.69,RON,7,transfer,0,0
132.38,2856.5,RON,6,subscription,2,0
245.89,3394.95,RON,17,transfer,2,0
16.22,2822.02,USD,12,subscription,2,0
154.71,5945.12,RON,13,bills,2,0
271.6,3898.44,RON,16,payment,3,0
534.06,6631.57,RON,16,payment,2,0
102.63,5569.53,RON,16,bills,4,0
57.2,4019.53,EUR,14,payment,2,0
542.69,4659.25,USD,18,transfer,2,0
30.88,6943.4,EUR,13,transfer,1,0
440.04,3816.66,RON,10,transfer,3,0
246.05,3421.87,USD,11,transfer,3,0
5.06,4562.02,EUR,10,shopping,3,0
454.71,4666.95,EUR,7,transfer,3,0
48.27,5643.02,EUR,13,bills,3,0
4302.64,2263.95,EUR,2,urgent transfer,9,1
75.78,3489.66,RON,19,shopping,5,0
272.5,1638.27,EUR,7,subscription,2,0
305.45,4212.64,RON,8,transfer,0,0
82.84,5644.22,RON,17,bills,3,0
235.92,4337.11,RON,13,subscription,6,0
176.41,3805.06,RON,15,shopping,2,0
5407.42,1379.93,USD,1,crypto,6,1
37.6,5014.29,RON,19,payment,4,0
30.29,4483.44,RON,17,payment,1,0
277.5,4527.88,EUR,17,bills,2,0
52.26,7776.22,RON,18,shopping,1,0
107.02,2484.99,RON,17,bills,0,0
144.1,7231.0,RON,19,subscription,4,0
9.22,7429.37,RON,13,payment,0,0
91.44,5275.55,USD,15,transfer,2,0
123.45,7435.43,EUR,21,shopping,1,0
456.73,3281.06,EUR,7,shopping,2,0
965.68,7130.78,RON,19,bills,4,0
139.83,3687.91,RON,13,payment,2,0
246.83,5375.43,USD,8,shopping,2,0
216.03,180.39,USD,17,payment,2,0
372.14,3978.5,RON,9,transfer,0,0
217.29,6218.4,RON,13,shopping,3,0
340.78,5370.02,EUR,18,payment,1,0
191.06,4938.79,RON,18,transfer,2,0
59.01,5528.51,RON,8,transfer,3,0
44.02,4284.31,RON,7,subscription,3,0
13.11,6844.87,RON,21,transfer,2,0
163.28,5384.53,EUR,9,transfer,0,0
120.45,3228.57,RON,16,shopping,2,0
166.67,5070.45,EUR,17,transfer,1,0
5183.6,2126.24,USD,4,unknown,4,1
171.17,6260.43,USD,16,transfer,4,0
61.97,7317.28,RON,16,subscription,0,0
80.15,3610.4,RON,9,shopping,3,0
242.73,5500.31,EUR,13,transfer,3,0
11.45,3996.95,RON,14,subscription,3,0
24.55,4897.85,RON,15,bills,1,0
261.95,4544.89,RON,9,bills,2,0
157.79,3240.92,USD,7,bills,2,0
273.47,5249.91,RON,18,shopping,2,0
132.63,4545.38,RON,6,bills,0,0
164.17,4883.67,RON,13,shopping,1,0
6601.52,2291.5,EUR,1,unknown,9,1
194.92,4229.7,RON,12,subscription,1,0
81.2,4851.41,RON,16,payment,3,0
136.85,7273.87,RON,18,bills,0,0
266.27,7885.53,RON,11,payment,2,0
52.5,6735.26,RON,10,bills,2,0
33.55,2311.22,RON,7,bills,0,0
23.24,4846.85,EUR,16,bills,4,0
7.46,5667.34,EUR,18,transfer,3,0
57.43,4682.63,EUR,8,payment,2,0
4901.79,3213.56,EUR,3,urgent transfer,10,1
441.52,4598.59,RON,7,subscription,0,0
51.77,4192.22,RON,7,shopping,2,0
19.36,5343.34,EUR,12,bills,1,0
167.12,3119.68,EUR,11,shopping,3,0
208.42,6568.67,RON,7,bills,2,0
318.98,3333.28,RON,21,bills,4,0
382.92,3430.28,EUR,17,shopping,1,0
1.76,3845.12,RON,16,bills,4,0
18.82,7756.24,RON,17,transfer,0,0
30.14,8018.99,RON,8,subscription,0,0
56.19,4447.24,RON,18,subscription,2,0
78.32,2560.43,RON,7,payment,2,0
118.28,6209.34,RON,7,bills,1,0
398.24,5316.92,USD,14,payment,0,0
307.78,3161.09,RON,15,subscription,2,0
60.13,3796.84,RON,18,subscription,3,0
4522.64,3078.92,USD,1,unknown,6,1
112.03,4877.05,USD,10,shopping,2,0
848.09,4521.64,RON,15,transfer,2,0
30.71,5516.4,RON,17,subscription,0,0
572.41,5260.93,USD,11,shopping,0,0
254.85,6637.33,RON,8,subscription,4,0
589.94,6032.38,EUR,10,payment,4,0
190.71,5358.29,RON,17,transfer,2,0
474.53,3301.64,EUR,19,subscription,1,0
288.25,5745.26,RON,9,subscription,3,0
214.35,6847.55,EUR,19,bills,1,0
304.92,4867.07,USD,7,shopping,4,0
726.55,4755.9,RON,6,subscription,1,0
238.0,3663.26,USD,20,payment,1,0
1183.96,6595.44,EUR,13,shopping,0,0
205.67,2844.36,RON,9,shopping,1,0
72.52,4169.93,RON,6,subscription,4,0
101.75,3714.51,RON,7,shopping,4,0
58.65,5667.1,USD,11,shopping,1,0
472.82,5615.02,EUR,19,transfer,3,0
85.57,2441.63,RON,8,bills,3,0
14.22,4599.96,RON,19,bills,3,0
254.3,4936.92,EUR,17,shopping,3,0
322.71,4400.06,RON,6,payment,0,0
130.55,3390.6,RON,11,transfer,5,0
61.6,5161.01,EUR,9,shopping,3,0
4467.32,944.3,RON,0,unknown,8,1
177.24,5646.9,EUR,8,bills,2,0
298.31,2035.99,RON,17,shopping,3,0
0.38,2903.66,RON,15,transfer,2,0
56.94,6714.83,EUR,20,transfer,1,0
86.52,4501.23,RON,14,shopping,3,0
215.91,3041.73,EUR,8,shopping,2,0
83.48,5055.51,RON,7,subscription,2,0
109.61,3241.82,RON,8,shopping,3,0
12.11,4697.08,RON,17,transfer,6,0
76.45,3579.87,USD,11,payment,3,0
117.42,5624.09,RON,19,transfer,4,0
68.77,4917.19,EUR,12,bills,1,0
671.88,6611.95,RON,9,subscription,4,0
104.82,7718.66,RON,13,transfer,0,0
609.22,4658.08,RON,7,subscription,0,0
208.69,5099.24,USD,18,subscription,2,0
182.88,3486.44,RON,12,shopping,1,0
160.37,4370.0,RON,21,transfer,3,0
271.13,3515.64,EUR,13,payment,1,0
215.54,4740.14,RON,16,shopping,3,0
188.89,4843.79,RON,10,shopping,3,0
281.48,3742.73,RON,17,bills,1,0
193.45,5434.72,EUR,17,bills,1,0
593.57,3409.36,RON,14,subscription,4,0
423.09,4310.59,USD,13,subscription,0,0
74.69,4333.46,RON,19,bills,7,0
588.95,1972.98,RON,18,payment,2,0
484.66,6501.37,EUR,20,bills,3,0
64.66,3873.32,RON,6,subscription,1,0
107.75,6975.21,RON,11,shopping,2,0
10.3,5692.99,RON,11,transfer,1,0
5620.55,3513.71,EUR,4,urgent transfer,8,1
235.64,4843.15,RON,19,payment,4,0
88.91,4628.39,RON,13,bills,4,0
40.26,5156.07,RON,17,shopping,3,0
22.33,4929.97,RON,12,bills,1,0
16.49,4568.39,EUR,15,subscription,0,0
81.39,6076.34,RON,19,payment,0,0
87.52,4217.15,RON,13,bills,0,0
31.63,4239.71,RON,17,subscription,2,0
130.31,6560.71,RON,11,payment,1,0
82.68,6954.9,RON,19,subscription,1,0
149.71,2656.11,USD,10,payment,2,0
5.31,5056.98,RON,12,shopping,2,0
115.94,7020.74,RON,17,subscription,1,0
68.29,3214.62,RON,8,subscription,2,0
78.6,5131.01,RON,13,subscription,2,0
5453.91,1605.74,EUR,0,bonus,8,1
62.48,4339.12,USD,17,bills,2,0
99.02,2899.95,RON,17,shopping,1,0
127.72,7534.54,RON,6,transfer,4,0
86.67,4380.75,EUR,15,subscription,2,0
4.53,6174.23,EUR,10,shopping,0,0
5847.37,2880.45,EUR,4,urgent transfer,7,1
561.29,6626.96,RON,7,bills,2,0
354.09,6186.45,RON,6,transfer,2,0
154.54,4371.34,EUR,14,bills,5,0
16.48,5447.51,RON,8,subscription,1,0
4290.85,2744.22,EUR,0,crypto,7,1
219.28,4860.61,RON,15,payment,1,0
187.47,6202.24,RON,21,subscription,2,0
2.91,4250.15,EUR,18,shopping,3,0
4061.27,3182.13,USD,4,bonus,8,1
424.15,4417.07,RON,15,bills,5,0
266.59,4111.74,RON,11,bills,2,0
382.73,6582.28,EUR,8,payment,3,0
3669.12,1111.01,EUR,2,unknown,4,1
156.69,5710.65,RON,12,bills,3,0
49.6,2327.65,RON,20,subscription,0,0
199.18,3356.53,RON,21,payment,2,0
318.93,6077.85,EUR,19,transfer,3,0
29.19,6360.84,RON,6,transfer,3,0
329.08,6701.76,USD,8,transfer,4,0
5060.24,1892.97,RON,3,crypto,3,1
537.15,8121.64,USD,11,shopping,2,0
304.21,9553.66,EUR,14,payment,3,0
158.04,5149.46,RON,9,shopping,2,0
83.54,4701.32,RON,21,subscription,1,0
269.53,4944.03,USD,16,payment,7,0
53.16,3203.64,RON,16,shopping,2,0
2.65,8120.93,RON,12,subscription,3,0
5026.48,1837.95,USD,2,crypto,2,1
130.67,6027.96,RON,21,bills,0,0
206.33,6441.84,RON,12,subscription,2,0
123.96,4966.1,EUR,11,bills,3,0
257.0,1775.4,RON,20,shopping,3,0
11.64,3470.6,RON,20,subscription,0,0
242.3,2659.57,USD,20,bills,1,0
48.4,4028.3,RON,16,payment,2,0
34.89,5826.66,RON,18,bills,4,0
185.58,3755.99,RON,21,transfer,2,0
94.35,4758.19,RON,12,payment,1,0
401.98,5333.27,EUR,10,subscription,2,0
276.53,2852.27,RON,14,shopping,3,0
4.69,6737.86,RON,16,bills,2,0
97.86,3667.75,RON,21,bills,1,0
102.45,5709.41,RON,10,transfer,2,0
96.27,3005.02,RON,21,shopping,4,0
161.39,2999.79,RON,17,payment,2,0
152.84,6010.92,RON,13,bills,4,0
45.38,6923.55,EUR,8,subscription,1,0
25.38,3289.72,RON,21,bills,9,0
231.88,8093.35,RON,18,bills,1,0
39.49,3774.89,RON,6,shopping,1,0
138.51,4627.3,RON,15,shopping,1,0
364.87,5160.36,RON,15,bills,2,0
50.68,6037.7,RON,7,subscription,3,0
26.01,4627.84,USD,6,payment,1,0
710.33,3391.11,RON,10,payment,4,0
492.26,2467.81,EUR,11,subscription,2,0
12.13,5953.63,RON,21,subscription,1,0
356.81,7985.52,RON,14,subscription,2,0
26.81,4141.46,RON,19,subscription,2,0
210.52,5148.18,RON,19,payment,2,0
310.74,4840.06,EUR,17,subscription,1,0
3510.98,1518.39,RON,1,bonus,4,1
74.58,7412.47,EUR,16,payment,1,0
487.79,807.09,RON,10,bills,3,0
95.84,5879.56,USD,15,bills,0,0
160.88,4579.71,RON,18,transfer,2,0
373.11,6122.0,EUR,17,transfer,0,0
129.35,4448.74,RON,10,transfer,2,0
81.97,6323.71,RON,12,payment,4,0
3.34,4549.78,RON,9,payment,2,0
57.12,5041.28,RON,15,subscription,2,0
253.48,7141.0,RON,6,payment,1,0
166.64,6251.98,RON,7,shopping,3,0
193.98,8082.77,RON,14,payment,1,0
250.72,2849.21,EUR,9,shopping,3,0
70.1,5177.23,EUR,16,payment,1,0
255.84,6799.12,RON,11,bills,1,0
289.88,3452.81,EUR,16,payment,0,0
52.53,5578.23,RON,6,bills,2,0
4748.61,2686.08,USD,2,unknown,3,1
45.96,6998.03,USD,16,payment,2,0
458.17,8215.94,RON,10,shopping,4,0
218.96,3004.99,RON,14,payment,0,0
173.98,7648.69,RON,13,payment,2,0
1.48,5192.75,RON,21,subscription,2,0
20.51,5297.62,RON,11,payment,1,0
143.47,4529.56,RON,20,transfer,2,0
934.75,6425.28,EUR,9,bills,0,0
16.69,5181.65,RON,11,payment,2,0
133.41,3613.65,USD,13,shopping,2,0
111.5,1592.3,RON,19,bills,4,0
164.17,4340.34,RON,19,subscription,2,0
203.19,6554.83,USD,15,payment,4,0
378.2,5295.16,USD,21,subscription,2,0
475.08,5932.14,RON,13,payment,3,0
62.68,4035.27,RON,19,subscription,1,0
4.11,4668.51,RON,17,transfer,3,0
235.05,5314.17,RON,13,transfer,0,0
97.2,6362.04,RON,17,payment,1,0
6155.44,1347.25,EUR,0,crypto,11,1
219.27,6966.55,RON,7,shopping,2,0
986.42,3198.34,RON,8,shopping,0,0
97.38,3473.81,USD,15,shopping,5,0
18.39,4921.14,EUR,14,transfer,1,0
199.4,4420.24,RON,9,shopping,2,0
37.16,7203.3,RON,6,payment,0,0
131.26,5675.49,EUR,19,shopping,3,0
36.65,3055.4,RON,16,bills,0,0
3346.28,1151.08,EUR,1,unknown,1,1
87.81,4616.63,RON,19,shopping,2,0
206.65,5527.32,RON,9,subscription,3,0
426.68,3827.92,USD,11,subscription,1,0
367.07,5299.64,EUR,18,shopping,1,0
171.97,2913.2,RON,12,subscription,1,0
8.07,4341.28,RON,13,transfer,3,0
90.92,3979.27,RON,8,subscription,3,0
231.13,5382.66,EUR,16,subscription,2,0
889.03,3479.75,RON,9,payment,2,0
272.76,4271.75,RON,18,payment,0,0
336.81,1215.55,RON,16,transfer,1,0
204.48,4364.51,RON,20,subscription,0,0
222.22,5816.57,USD,19,transfer,3,0
173.04,4780.34,RON,13,payment,0,0
115.82,4936.07,RON,9,shopping,1,0
190.55,4453.98,USD,6,subscription,3,0
88.47,3774.89,EUR,8,bills,3,0
5083.61,1721.5,EUR,0,crypto,4,1
429.51,6274.98,RON,14,shopping,3,0
46.33,5464.84,EUR,17,shopping,1,0
438.3,4393.31,RON,17,payment,1,0
58.44,5749.86,USD,17,shopping,1,0
66.8,5937.91,USD,10,bills,1,0
22.99,4636.53,EUR,18,payment,2,0
734.44,5872.2,RON,6,transfer,1,0
227.09,4190.5,RON,14,bills,2,0
163.23,4593.92,USD,6,transfer,0,0
46.8,7563.37,RON,19,shopping,2,0
114.7,3680.56,RON,18,bills,2,0
9.31,4803.3,EUR,8,subscription,1,0
121.24,6025.31,USD,16,subscription,2,0
143.07,6816.89,EUR,15,shopping,2,0
371.49,6820.82,RON,20,transfer,0,0
46.23,5644.17,EUR,13,transfer,0,0
190.41,3831.49,RON,21,shopping,0,0
134.07,4448.55,RON,11,subscription,2,0
15.21,5346.62,EUR,14,subscription,2,0
52.46,2604.47,EUR,7,shopping,5,0
583.94,4257.05,USD,12,subscription,3,0
20.22,6329.51,RON,11,transfer,3,0
589.65,6786.57,RON,18,shopping,4,0
254.16,4759.7,EUR,7,transfer,2,0
374.12,4934.54,RON,20,payment,4,0
88.44,2404.62,RON,9,transfer,4,0
700.57,5107.35,RON,7,shopping,1,0
28.91,2765.9,RON,15,shopping,4,0
114.74,4096.39,RON,11,bills,2,0
136.75,4527.19,RON,16,shopping,2,0
64.56,4714.94,RON,10,subscription,1,0
79.58,4903.17,RON,11,payment,2,0
238.89,4411.66,RON,20,subscription,2,0
167.94,4362.29,RON,20,transfer,3,0
7.32,6690.67,EUR,12,shopping,3,0
70.1,6982.34,RON,19,subscription,1,0
199.61,5422.06,RON,13,payment,2,0
5867.11,1224.27,EUR,0,crypto,7,1
391.85,4708.77,EUR,21,payment,1,0
95.64,3043.91,USD,20,transfer,1,0
177.71,5031.4,RON,8,payment,1,0
83.63,4726.87,EUR,13,transfer,1,0
46.06,2872.01,EUR,7,bills,2,0
210.26,4435.83,EUR,21,payment,5,0
238.87,5282.17,RON,17,shopping,3,0
172.21,4540.11,RON,18,subscription,0,0
181.03,6802.11,RON,17,shopping,0,0
39.6,3354.62,RON,17,bills,1,0
12.62,7556.12,RON,18,payment,4,0
134.76,5845.16,RON,10,subscription,1,0
209.53,3908.65,RON,20,subscription,1,0
3721.92,2141.55,USD,3,unknown,7,1
419.63,2304.64,RON,13,payment,0,0
4.62,4264.19,RON,21,transfer,2,0
851.34,6352.71,USD,21,payment,2,0
113.5,4783.72,RON,12,shopping,1,0
204.84,4180.35,RON,15,shopping,4,0
6.4,4115.25,RON,16,bills,4,0
35.71,3630.7,RON,20,transfer,1,0
141.56,4900.13,RON,14,shopping,3,0
179.05,4856.95,RON,18,payment,6,0
111.83,4961.7,RON,7,bills,2,0
333.26,6030.15,RON,7,transfer,0,0
345.16,6921.37,EUR,19,payment,6,0
4338.5,2379.33,EUR,4,crypto,5,1
326.69,3525.35,RON,21,shopping,1,0
187.65,5218.35,RON,11,bills,1,0
5762.81,1014.83,RON,1,urgent transfer,6,1
50.97,6535.31,RON,20,bills,5,0
102.49,5939.68,RON,14,subscription,0,0
57.87,3215.88,RON,20,shopping,1,0
5712.79,973.75,USD,4,crypto,4,1
65.53,6368.23,RON,9,bills,1,0
225.11,4437.35,RON,6,payment,2,0
440.45,3653.16,RON,20,shopping,5,0
152.81,7929.59,RON,10,transfer,2,0
171.55,1525.11,RON,7,bills,3,0
417.82,3851.32,USD,16,subscription,1,0
25.88,5284.56,RON,15,transfer,0,0
16.01,6143.93,EUR,21,payment,3,0
67.07,4840.9,EUR,11,transfer,5,0
94.37,3752.32,RON,10,shopping,1,0
202.79,3885.66,RON,6,transfer,3,0
16.09,4067.04,USD,19,subscription,3,0
152.86,3794.24,EUR,13,bills,0,0
160.56,5497.98,RON,20,payment,5,0
6491.69,1789.1,EUR,2,urgent transfer,9,1
301.23,3811.38,RON,21,subscription,2,0
457.76,3390.35,RON,19,bills,1,0
116.98,4536.06,EUR,18,shopping,1,0
784.26,4554.41,RON,8,transfer,0,0
182.31,6816.88,RON,18,shopping,3,0
51.39,4547.58,RON,10,bills,3,0
436.58,5531.2,RON,12,subscription,2,0
227.63,5213.32,RON,8,bills,2,0
44.66,3084.29,RON,15,bills,3,0
59.35,2991.22,RON,13,shopping,2,0
158.49,5530.67,RON,6,payment,1,0
89.87,5219.1,USD,8,subscription,3,0
387.34,6116.58,RON,12,payment,5,0
42.58,7491.69,RON,9,payment,1,0
76.38,4423.65,RON,13,bills,0,0
158.88,5533.08,RON,14,subscription,2,0
1069.2,5650.52,RON,16,transfer,3,0
15.63,5863.74,EUR,7,subscription,2,0
10.76,2655.47,RON,18,payment,1,0
1.06,4314.66,RON,7,subscription,2,0
61.01,5102.5,RON,9,transfer,0,0
542.01,5839.25,RON,18,subscription,4,0
659.78,5564.67,RON,12,bills,2,0
39.27,6710.15,RON,9,bills,0,0
3611.76,1709.23,USD,4,urgent transfer,2,1
217.57,5918.5,RON,21,payment,2,0
53.76,3579.29,EUR,7,payment,1,0
353.85,5454.37,RON,16,bills,2,0
111.82,3404.44,RON,7,shopping,2,0
236.27,2858.17,EUR,17,transfer,3,0
1.23,6825.72,RON,17,subscription,0,0
339.37,4981.06,RON,11,payment,1,0
115.26,3893.82,EUR,6,bills,1,0
45.72,3487.41,RON,12,bills,5,0
320.29,6164.15,RON,11,transfer,3,0
551.78,6758.49,RON,19,shopping,1,0
40.4,5913.44,RON,13,shopping,2,0
3094.82,988.11,EUR,3,unknown,6,1
28.99,5335.16,RON,14,payment,3,0
146.37,4087.24,EUR,9,payment,1,0
409.9,6088.33,EUR,7,transfer,1,0
32.53,4035.29,EUR,11,subscription,0,0
234.86,3914.65,RON,7,transfer,1,0
28.31,5018.37,EUR,18,shopping,2,0
471.14,4458.61,RON,12,shopping,1,0
97.56,3355.61,RON,17,payment,2,0
138.63,6256.34,EUR,10,transfer,2,0
63.69,3287.29,RON,7,shopping,1,0
0.16,4236.06,RON,12,transfer,1,0
5171.27,2708.38,RON,3,unknown,8,1
108.25,5333.72,RON,18,bills,1,0
236.96,6614.29,EUR,14,transfer,4,0
18.31,3371.92,RON,18,payment,1,0
119.95,6064.8,EUR,13,bills,4,0
290.03,3741.87,RON,12,subscription,4,0
50.17,7765.75,RON,10,transfer,2,0
49.84,4613.75,RON,11,shopping,6,0
30.38,4854.15,USD,14,transfer,2,0
185.81,4801.91,RON,7,shopping,5,0
37.87,2785.62,RON,18,transfer,0,0
1009.75,5081.28,RON,8,payment,2,0
984.88,5545.8,EUR,9,payment,3,0
149.45,3315.84,RON,20,transfer,1,0
220.9,4263.84,USD,13,subscription,4,0
44.07,4446.95,RON,17,shopping,2,0
30.14,3253.54,RON,17,bills,2,0
451.3,6331.52,USD,9,shopping,1,0
268.54,3699.02,EUR,8,shopping,1,0
133.52,4224.04,RON,7,subscription,0,0
175.8,5345.92,EUR,7,subscription,1,0
43.94,5183.96,EUR,8,shopping,2,0
180.06,5204.88,RON,10,subscription,3,0
113.83,6465.98,RON,17,bills,1,0
56.56,3728.08,EUR,18,bills,2,0
230.32,5430.09,RON,9,subscription,3,0
233.42,6218.77,RON,21,payment,3,0
76.87,6546.0,RON,6,bills,5,0
30.56,3569.66,RON,12,payment,2,0
324.12,5426.3,EUR,14,transfer,2,0
135.45,5211.34,RON,12,bills,4,0
2.3,4790.79,RON,14,payment,2,0
82.74,4535.46,EUR,14,payment,3,0
340.08,5243.0,RON,17,transfer,3,0
215.34,4752.02,EUR,8,subscription,2,0
22.63,3641.97,RON,10,subscription,4,0
262.89,5876.92,RON,19,shopping,2,0
1185.27,5511.24,RON,19,bills,4,0
69.81,4470.82,RON,18,transfer,2,0
53.33,6686.12,RON,10,payment,3,0
421.19,2866.64,EUR,18,transfer,2,0
192.77,5620.33,RON,13,shopping,1,0
56.96,5812.53,RON,9,shopping,2,0
16.04,6288.06,RON,18,transfer,3,0
40.23,6637.15,RON,19,payment,1,0
232.12,5016.8,EUR,16,shopping,2,0
40.13,7742.55,RON,11,transfer,4,0
92.39,5493.37,USD,9,bills,4,0
137.18,5213.26,RON,9,transfer,1,0
1.93,7229.41,EUR,6,bills,3,0
158.19,5390.28,USD,13,subscription,3,0
53.84,4586.52,RON,14,bills,5,0
16.17,6400.98,RON,9,transfer,1,0
288.69,6591.81,USD,14,transfer,4,0
94.47,6636.34,RON,20,payment,2,0
855.43,2253.71,RON,6,bills,2,0
78.16,2823.77,RON,14,payment,1,0
68.77,3571.35,RON,10,transfer,1,0
294.18,313.71,RON,6,bills,6,0
415.8,5048.37,RON,15,transfer,4,0
208.05,5112.78,USD,17,bills,1,0
6003.82,1592.39,EUR,4,crypto,14,1
11.49,7094.81,RON,19,transfer,3,0
57.02,3151.32,EUR,19,payment,4,0
1137.49,6196.73,RON,8,bills,2,0
58.84,5474.97,RON,14,transfer,3,0
133.78,6728.78,RON,12,subscription,3,0
146.75,4512.03,RON,11,subscription,2,0
339.65,5626.89,EUR,17,payment,3,0
51.66,4319.22,RON,7,transfer,3,0
35.27,4244.91,RON,10,shopping,1,0
337.14,6122.66,RON,15,subscription,3,0
12.67,4615.87,EUR,13,bills,2,0
497.72,3488.25,EUR,21,bills,0,0
51.52,6675.25,RON,7,shopping,0,0
269.04,5309.35,RON,21,payment,2,0
134.21,2823.77,RON,17,bills,0,0
36.56,2796.45,RON,18,payment,4,0
312.37,6088.52,EUR,10,bills,1,0
332.12,3514.75,RON,7,bills,5,0
5.5,2833.63,RON,11,subscription,2,0
454.47,6597.08,RON,17,bills,2,0
117.01,6697.97,EUR,6,payment,0,0
128.81,7182.62,RON,10,transfer,3,0
64.5,5681.91,EUR,8,transfer,2,0
759.63,3833.64,RON,21,transfer,1,0
777.02,4313.08,RON,17,payment,0,0
474.33,4339.45,RON,9,payment,4,0
142.01,6698.54,RON,18,bills,4,0
2600.67,1411.78,RON,1,bonus,7,1
208.02,4047.54,RON,21,transfer,2,0
74.63,6251.56,EUR,21,shopping,2,0
271.96,4965.44,RON,18,shopping,1,0
414.31,6735.34,RON,7,payment,5,0
4.65,6162.02,EUR,11,shopping,1,0
843.38,3813.52,RON,21,subscription,2,0
49.14,4912.2,USD,15,shopping,4,0
14.79,6440.72,RON,13,subscription,4,0
57.86,4779.79,USD,14,subscription,1,0
24.77,8159.55,RON,6,bills,5,0
280.45,5871.64,EUR,7,bills,1,0
191.85,4059.57,EUR,21,payment,2,0
790.35,5782.33,RON,18,payment,1,0
82.88,4912.66,RON,15,shopping,1,0
153.35,4585.33,USD,18,shopping,2,0
1164.04,4578.3,EUR,21,payment,1,0
94.25,6367.63,RON,11,shopping,1,0
320.22,3477.64,RON,15,transfer,2,0
553.53,4650.67,USD,11,subscription,1,0
